wall_time,elapsed_ms,timestamp_ms,distance_cm,depth_cm,bpm,count,posture_correct,shoulder_vertical,elbow_hold_ratio,voice_feedback
2026-05-30T22:31:41.196,82,164829282,12.0,,,0,True,,,
2026-05-30T22:31:41.841,728,164829928,12.0,,,0,True,,,
2026-05-30T22:31:41.953,840,164830040,12.0,,,0,True,,,
2026-05-30T22:31:42.084,971,164830171,12.0,,,0,True,,,
2026-05-30T22:31:42.197,1084,164830284,12.0,,,0,True,,,
2026-05-30T22:31:42.293,1180,164830380,12.0,,,0,True,,,
2026-05-30T22:31:42.359,1246,164830446,12.0,,,0,True,,,
2026-05-30T22:31:42.434,1321,164830521,12.0,,,0,True,,,
2026-05-30T22:31:42.544,1431,164830631,12.0,,,0,True,,,
2026-05-30T22:31:42.643,1530,164830730,12.0,,,0,True,,,
2026-05-30T22:31:42.742,1629,164830829,12.0,,,0,True,,,
2026-05-30T22:31:42.833,1719,164830919,12.0,,,0,True,,,
2026-05-30T22:31:42.890,1777,164830977,12.0,,,0,True,,,
2026-05-30T22:31:42.959,1846,164831046,12.0,,,0,True,,,
2026-05-30T22:31:43.023,1910,164831110,12.0,,,0,True,,,
2026-05-30T22:31:43.082,1969,164831169,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.152,2039,164831239,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.220,2106,164831306,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.280,2167,164831367,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.348,2234,164831434,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.417,2304,164831504,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.476,2363,164831563,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.542,2429,164831629,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.609,2496,164831696,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.679,2566,164831766,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.746,2633,164831833,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.813,2700,164831900,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.885,2772,164831972,12.0,0.0,,0,True,,,
2026-05-30T22:31:43.952,2839,164832039,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.020,2907,164832107,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.080,2967,164832167,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.176,3063,164832263,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.242,3129,164832329,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.310,3197,164832397,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.376,3262,164832462,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.442,3329,164832529,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.506,3393,164832593,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.573,3460,164832660,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.638,3525,164832725,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.704,3590,164832790,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.773,3660,164832860,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.839,3726,164832926,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.916,3803,164833003,12.0,0.0,,0,True,,,
2026-05-30T22:31:44.995,3882,164833082,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.165,4051,164833251,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.253,4140,164833340,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.318,4205,164833405,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.383,4269,164833469,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.446,4333,164833533,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.512,4399,164833599,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.579,4466,164833666,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.642,4529,164833729,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.706,4592,164833792,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.795,4681,164833881,12.0,0.0,,0,True,,,
2026-05-30T22:31:45.960,4847,164834047,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.104,4991,164834191,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.196,5082,164834282,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.264,5151,164834351,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.386,5273,164834473,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.452,5339,164834539,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.558,5445,164834645,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.643,5530,164834730,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.716,5603,164834803,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.800,5687,164834887,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.867,5754,164834954,12.0,0.0,,0,True,,,
2026-05-30T22:31:46.935,5822,164835022,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.006,5893,164835093,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.071,5958,164835158,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.138,6025,164835225,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.204,6091,164835291,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.299,6186,164835386,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.367,6254,164835454,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.466,6353,164835553,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.515,6402,164835602,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.600,6487,164835687,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.648,6535,164835735,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.738,6625,164835825,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.847,6734,164835934,12.0,0.0,,0,True,,,
2026-05-30T22:31:47.922,6809,164836009,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.007,6894,164836094,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.071,6958,164836158,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.138,7025,164836225,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.233,7120,164836320,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.282,7169,164836369,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.338,7225,164836425,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.404,7291,164836491,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.471,7358,164836558,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.537,7424,164836624,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.604,7491,164836691,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.668,7555,164836755,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.738,7625,164836825,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.805,7692,164836892,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.870,7757,164836957,12.0,0.0,,0,True,,,
2026-05-30T22:31:48.938,7825,164837025,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.005,7892,164837092,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.070,7957,164837157,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.135,8022,164837222,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.203,8090,164837290,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.317,8204,164837404,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.386,8273,164837473,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.521,8408,164837608,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.596,8483,164837683,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.682,8569,164837769,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.740,8627,164837827,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.804,8691,164837891,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.872,8759,164837959,12.0,0.0,,0,True,,,
2026-05-30T22:31:49.939,8826,164838026,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.004,8891,164838091,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.070,8957,164838157,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.168,9055,164838255,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.235,9122,164838322,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.302,9189,164838389,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.337,9224,164838424,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.402,9289,164838489,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.469,9355,164838555,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.535,9422,164838622,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.602,9489,164838689,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.667,9554,164838754,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.737,9624,164838824,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.803,9690,164838890,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.874,9761,164838961,12.0,0.0,,0,True,,,
2026-05-30T22:31:50.940,9827,164839027,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.008,9895,164839095,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.074,9961,164839161,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.140,10027,164839227,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.204,10090,164839290,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.271,10158,164839358,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.337,10224,164839424,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.407,10294,164839494,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.469,10356,164839556,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.534,10421,164839621,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.601,10488,164839688,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.693,10580,164839780,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.775,10662,164839862,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.834,10721,164839921,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.901,10787,164839987,12.0,0.0,,0,True,,,
2026-05-30T22:31:51.937,10824,164840024,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.002,10889,164840089,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.068,10954,164840154,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.134,11021,164840221,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.200,11087,164840287,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.269,11156,164840356,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.336,11223,164840423,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.400,11287,164840487,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.469,11356,164840556,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.537,11424,164840624,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.603,11490,164840690,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.671,11558,164840758,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.736,11623,164840823,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.803,11690,164840890,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.869,11756,164840956,12.0,0.0,,0,True,,,
2026-05-30T22:31:52.935,11822,164841022,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.002,11889,164841089,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.069,11956,164841156,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.135,12022,164841222,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.202,12089,164841289,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.267,12154,164841354,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.334,12221,164841421,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.400,12287,164841487,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.468,12354,164841554,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.536,12423,164841623,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.602,12489,164841689,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.835,12722,164841922,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.904,12791,164841991,12.0,0.0,,0,True,,,
2026-05-30T22:31:53.977,12864,164842064,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.045,12932,164842132,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.157,13044,164842244,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.223,13110,164842310,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.281,13168,164842368,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.343,13230,164842430,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.405,13292,164842492,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.468,13355,164842555,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.535,13422,164842622,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.599,13486,164842686,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.666,13553,164842753,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.732,13619,164842819,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.801,13688,164842888,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.866,13753,164842953,12.0,0.0,,0,True,,,
2026-05-30T22:31:54.933,13820,164843020,12.0,0.0,,0,True,,,
2026-05-30T22:31:55.000,13886,164843086,12.0,0.0,,0,True,,,
2026-05-30T22:31:55.068,13955,164843155,12.0,0.0,,0,True,,,
2026-05-30T22:31:55.134,14021,164843221,12.0,0.0,,0,True,,,
2026-05-30T22:31:55.201,14088,164843288,12.0,0.0,,0,True,,,
2026-05-30T22:31:55.268,14155,164843355,12.0,0.0,,0,True,,,
2026-05-30T22:31:55.335,14222,164843422,12.0,0.0,,0,True,,,
