wall_time,elapsed_ms,timestamp_ms,distance_cm,depth_cm,bpm,count,posture_correct,shoulder_vertical,elbow_hold_ratio,voice_feedback
2026-06-01T13:58:57.710,281,1282631562,12.3,,,0,True,,,
2026-06-01T13:58:57.774,344,1282631625,12.2,,,0,True,,,
2026-06-01T13:58:57.800,375,1282631656,12.2,,,0,True,,,
2026-06-01T13:58:57.829,406,1282631687,12.2,,,0,True,,,
2026-06-01T13:58:57.873,437,1282631718,12.2,,,0,True,,,
2026-06-01T13:58:57.901,469,1282631750,12.2,,,0,True,,,
2026-06-01T13:58:57.939,515,1282631796,12.3,,,0,True,,,
2026-06-01T13:58:57.967,531,1282631812,12.3,,,0,True,,,
2026-06-01T13:58:58.033,609,1282631890,12.3,,,0,True,,,
2026-06-01T13:58:58.067,640,1282631921,12.2,,,0,True,,,
2026-06-01T13:58:58.109,672,1282631953,12.2,,,0,True,,,
2026-06-01T13:58:58.133,703,1282631984,12.2,,,0,True,,,
2026-06-01T13:58:58.156,719,1282632000,12.2,,,0,True,,,
2026-06-01T13:58:58.190,765,1282632046,12.2,,,0,True,,,
2026-06-01T13:58:58.223,797,1282632078,12.2,,,0,True,,,
2026-06-01T13:58:58.251,828,1282632109,12.3,0.0,,0,True,,,
2026-06-01T13:58:58.284,859,1282632140,12.3,0.0,,0,True,,,
2026-06-01T13:58:58.342,906,1282632187,12.2,0.0,,0,True,,,
2026-06-01T13:58:58.372,937,1282632218,12.2,0.0005704776000000855,,0,True,,,
2026-06-01T13:58:58.405,969,1282632250,12.2,0.0015174704160002593,,0,True,,,
2026-06-01T13:58:58.442,1015,1282632296,13.3,0.002180365387200381,,0,True,False,,
2026-06-01T13:58:58.486,1062,1282632343,13.3,0.0026443918670404666,,0,True,False,,
2026-06-01T13:58:58.522,1094,1282632375,13.9,0.0018510743069283266,,0,True,False,,
2026-06-01T13:58:58.570,1140,1282632421,16.0,0.0012957520148498285,,0,True,False,,
2026-06-01T13:58:58.618,1187,1282632468,16.0,0.0009070264103948799,,0,True,False,,
2026-06-01T13:58:58.665,1234,1282632515,16.0,0.0006349184872764159,,0,True,False,,
