wall_time,elapsed_ms,timestamp_ms,distance_cm,depth_cm,peak_depth_cm,bpm,smoothed_bpm,count,posture_correct,shoulder_vertical,elbow_hold_ratio,voice_feedback
2026-06-13T13:16:56.327,422,93712125,36.5,,,,,0,False,True,,팔을 곧게 펴세요.
2026-06-13T13:16:57.065,515,93712218,36.5,,,,,0,False,True,,팔을 곧게 펴세요.
2026-06-13T13:16:57.105,1203,93712906,16.6,,,,,0,False,True,,팔을 곧게 펴세요.
2026-06-13T13:16:57.334,1437,93713140,36.0,,,,,0,False,True,,팔을 곧게 펴세요.
2026-06-13T13:16:57.576,1672,93713375,39.9,,,,,0,False,True,,팔을 곧게 펴세요.
2026-06-13T13:16:57.745,1843,93713546,39.9,,,,,0,False,True,,팔을 곧게 펴세요.
2026-06-13T13:16:57.826,1922,93713625,39.9,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:16:58.578,2000,93713703,39.9,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:16:58.864,2968,93714671,35.8,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:16:58.995,3093,93714796,29.0,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:16:59.027,3125,93714828,29.0,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:16:59.311,3406,93715109,19.2,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:16:59.979,3515,93715218,19.8,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:17:00.062,4172,93715875,19.5,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:17:00.181,4281,93715984,16.6,,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:17:00.217,4312,93716015,19.5,8.149999999999999,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:17:00.249,4359,93716062,19.5,8.149999999999999,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:17:00.298,4406,93716109,19.7,8.149999999999999,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:17:00.335,4437,93716140,17.6,8.149999999999999,,,,0,False,False,,팔을 곧게 펴세요.
2026-06-13T13:17:00.364,4468,93716171,17.6,8.149999999999999,,,,0,False,False,,팔을 곧게 펴세요.
