wall_time,elapsed_ms,timestamp_ms,distance_cm,depth_cm,bpm,count,posture_correct,shoulder_vertical,elbow_hold_ratio,voice_feedback
2026-06-01T13:40:49.013,438,1281542859,12.6,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.077,500,1281542921,12.6,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.128,563,1281542984,12.7,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.162,594,1281543015,12.7,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.218,641,1281543062,12.7,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.262,688,1281543109,12.6,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.318,750,1281543171,12.6,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.362,797,1281543218,12.2,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.418,844,1281543265,12.3,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.448,875,1281543296,12.3,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.496,922,1281543343,12.2,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.548,985,1281543406,12.2,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.612,1047,1281543468,12.2,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.646,1079,1281543500,12.2,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.678,1110,1281543531,12.2,,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.738,1172,1281543593,12.3,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.777,1204,1281543625,12.3,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.824,1250,1281543671,12.2,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.871,1297,1281543718,12.6,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.901,1329,1281543750,12.6,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.936,1360,1281543781,12.6,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:49.960,1391,1281543812,12.6,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.015,1454,1281543875,12.6,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.057,1485,1281543906,12.7,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.091,1516,1281543937,12.7,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.139,1563,1281543984,12.6,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.181,1610,1281544031,12.2,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.301,1735,1281544156,12.3,0.0,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.345,1782,1281544203,12.3,0.012680552996149074,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.391,1829,1281544250,12.3,0.021556940093453426,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.451,1875,1281544296,13.2,0.02777041106156647,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.480,1907,1281544328,13.2,0.03186622967932275,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.512,1938,1281544359,13.2,0.022306360775525922,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.562,1985,1281544406,11.9,0.015614452542868144,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.595,2032,1281544453,11.9,0.0109301167800077,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.641,2079,1281544500,12.9,0.007651081746005389,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.681,2110,1281544531,12.0,0.11795359124060129,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.715,2141,1281544562,12.0,0.1951653478868184,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.751,2188,1281544609,12.9,0.2469616208588022,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.815,2250,1281544671,10.9,0.2832190119391908,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.854,2282,1281544703,10.9,0.31085114237583106,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.901,2329,1281544750,9.6,0.6611347594543501,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.931,2360,1281544781,9.8,0.9063332914093134,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:50.981,2407,1281544828,9.8,1.4079722637777876,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:51.014,2438,1281544859,10.5,1.7591195444357195,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:51.050,2485,1281544906,10.5,2.0049226408962717,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:51.082,2516,1281544937,12.0,1.9669848084186587,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:51.131,2563,1281544984,12.0,1.9404283256843295,,0,False,False,,팔을 곧게 펴세요.
2026-06-01T13:40:51.172,2610,1281545031,12.0,1.471838787770299,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.211,2641,1281545062,12.9,1.1438261112304775,,1,False,False,0.0,더 깊게 압박하세요.
2026-06-01T13:40:51.251,2688,1281545109,11.9,0.9142172376526027,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.294,2719,1281545140,11.9,0.7534910261480903,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.328,2766,1281545187,12.2,0.6409826780949316,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.360,2797,1281545218,12.2,0.4985307928974384,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.381,2813,1281545234,9.6,0.4898316756720701,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.412,2844,1281545265,9.6,0.4837422936143123,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.445,2875,1281545296,9.1,1.1674656653963846,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.478,2907,1281545328,9.1,1.6460720256438353,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.516,2954,1281545375,10.3,1.9810964778170508,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.556,2985,1281545406,10.3,2.2156135943383015,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.594,3032,1281545453,12.6,2.1697755759031767,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.650,3079,1281545500,12.9,2.1376889629985896,,1,False,False,,더 깊게 압박하세요.
2026-06-01T13:40:51.680,3110,1281545531,12.9,1.4963822740990127,128.2051282051282,2,False,False,,속도가 빠릅니다.
2026-06-01T13:40:51.733,3157,1281545578,12.9,1.0474675918693088,128.2051282051282,2,False,False,0.0,속도가 빠릅니다.
